HoleID,Depth,East,North,Elevation
DDHXX,51.0,500086.152,1999999.658,4020.225
DDHXX,52.0,500086.183,1999999.487,4021.21
DDHXX,53.0,500086.213,1999999.316,4022.195
DDHXX,54.0,500086.243,1999999.145,4023.18
DDHXX,55.0,500086.273,1999998.974,4024.164
DDHXX,56.0,500086.303,1999998.803,4025.149
DDHXX,57.0,500086.333,1999998.632,4026.134
DDHXX,58.0,500086.363,1999998.461,4027.119
DDHXX,59.0,500086.394,1999998.29,4028.104
DDHXX,60.0,500086.424,1999998.119,4029.088
DDHXX,61.0,500086.454,1999997.948,4030.073
DDHXX,62.0,500086.484,1999997.777,4031.058
DDHXX,63.0,500086.514,1999997.606,4032.043
DDHXX,64.0,500086.544,1999997.435,4033.028
DDHXX,65.0,500086.575,1999997.264,4034.013
DDHXX,66.0,500086.605,1999997.093,4034.997
DDHXX,67.0,500086.635,1999996.922,4035.982
DDHXX,68.0,500086.665,1999996.751,4036.967
DDHXX,69.0,500086.695,1999996.58,4037.952
DDHXX,70.0,500086.725,1999996.409,4038.937
DDHXX,71.0,500086.755,1999996.238,4039.921
DDHXX,72.0,500086.786,1999996.067,4040.906
DDHXX,73.0,500086.816,1999995.896,4041.891
DDHXX,74.0,500086.846,1999995.725,4042.876
DDHXX,75.0,500086.876,1999995.554,4043.861
DDHXX,76.0,500086.906,1999995.383,4044.845
DDHXX,77.0,500086.936,1999995.212,4045.83
DDHXX,78.0,500086.967,1999995.041,4046.815
DDHXX,79.0,500086.997,1999994.87,4047.8
DDHXX,80.0,500087.027,1999994.699,4048.785
DDHXX,81.0,500087.057,1999994.528,4049.769
DDHXX,82.0,500087.087,1999994.357,4050.754
DDHXX,83.0,500087.117,1999994.186,4051.739
DDHXX,84.0,500087.147,1999994.015,4052.724
DDHXX,85.0,500087.178,1999993.844,4053.709
DDHXX,86.0,500087.208,1999993.673,4054.693
DDHXX,87.0,500087.238,1999993.502,4055.678
DDHXX,88.0,500087.268,1999993.331,4056.663
DDHXX,89.0,500087.298,1999993.16,4057.648
DDHXX,90.0,500087.328,1999992.989,4058.633
DDHXX,91.0,500087.359,1999992.818,4059.618
DDHXX,92.0,500087.389,1999992.647,4060.602
DDHXX,93.0,500087.419,1999992.476,4061.587
DDHXX,94.0,500087.449,1999992.305,4062.572
DDHXX,95.0,500087.479,1999992.134,4063.557
DDHXX,96.0,500087.509,1999991.963,4064.542
DDHXX,97.0,500087.539,1999991.792,4065.526
DDHXX,98.0,500087.57,1999991.621,4066.511
DDHXX,99.0,500087.6,1999991.449,4067.496
DDHXX,100.0,500087.63,1999991.278,4068.481
